ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Best Position,Best Overall Rating,Release Clause,DefensiveAwareness,liga,posiciones
199416, Ibai Gómez,30,https://cdn.sofifa.com/players/199/416/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,79,79,Athletic Club de Bilbao,https://cdn.sofifa.com/teams/448/light_30.png,€12M,€31K,2083,Right,1.0,4.0,4.0,Medium/ Medium,Normal (170-185),Yes,SUB,7.0,"Jan 10, 2019",,2022,5'10,159lbs,83.0,77.0,47.0,79.0,75.0,80.0,85.0,81.0,78.0,80.0,76.0,75.0,76.0,77.0,77.0,83.0,65.0,70.0,69.0,80.0,63.0,45.0,75.0,80.0,65.0,77.0,,61.0,55.0,14.0,8.0,13.0,7.0,11.0,RW,79.0,€25.2M,73.0,Santander,Otro
197781, Isco,28,https://cdn.sofifa.com/players/197/781/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,84,84,Real Madrid,https://cdn.sofifa.com/teams/243/light_30.png,€31.5M,€210K,2080,Right,3.0,3.0,4.0,Medium/ Low,Normal (170-185),Yes,SUB,22.0,"Jul 3, 2013",,2022,5'9,174lbs,78.0,76.0,55.0,84.0,67.0,92.0,88.0,76.0,81.0,91.0,71.0,65.0,83.0,74.0,90.0,69.0,61.0,61.0,59.0,81.0,58.0,61.0,76.0,83.0,76.0,85.0,,64.0,51.0,10.0,8.0,12.0,15.0,6.0,CAM,84.0,€64.6M,58.0,Santander,Otro
201400, Rafinha,27,https://cdn.sofifa.com/players/201/400/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,79,80,FC Barcelona,https://cdn.sofifa.com/teams/241/light_30.png,€14M,€140K,2077,Left,2.0,4.0,4.0,High/ Medium,Normal (170-185),Yes,SUB,12.0,"Jul 1, 2013",,2021,5'9,157lbs,72.0,73.0,55.0,85.0,76.0,86.0,75.0,61.0,76.0,83.0,68.0,69.0,79.0,77.0,79.0,80.0,74.0,58.0,66.0,82.0,50.0,70.0,77.0,81.0,67.0,80.0,,72.0,66.0,11.0,6.0,15.0,13.0,7.0,CAM,81.0,€29.8M,68.0,Santander,Otro
208618, Lucas Vázquez,29,https://cdn.sofifa.com/players/208/618/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,80,80,Real Madrid,https://cdn.sofifa.com/teams/243/light_30.png,€14.5M,€165K,2077,Right,2.0,4.0,4.0,High/ High,Normal (170-185),Yes,SUB,17.0,"Jul 2, 2015",,2021,5'8,154lbs,80.0,72.0,56.0,78.0,58.0,81.0,82.0,71.0,75.0,80.0,83.0,79.0,80.0,81.0,82.0,80.0,68.0,91.0,57.0,76.0,72.0,61.0,80.0,78.0,56.0,75.0,,57.0,56.0,9.0,16.0,9.0,9.0,7.0,RW,80.0,€29.7M,57.0,Santander,Otro
222390, Unai López,24,https://cdn.sofifa.com/players/222/390/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,77,81,Athletic Club de Bilbao,https://cdn.sofifa.com/teams/448/light_30.png,€11.5M,€21K,2075,Right,1.0,3.0,3.0,High/ Medium,Normal (170-),No,RCM,8.0,"Jul 1, 2013",,2022,5'7,154lbs,73.0,74.0,51.0,82.0,55.0,76.0,75.0,79.0,74.0,82.0,77.0,71.0,83.0,77.0,88.0,73.0,77.0,77.0,62.0,75.0,72.0,71.0,68.0,77.0,46.0,76.0,,72.0,59.0,9.0,13.0,12.0,13.0,15.0,CAM,79.0,€25M,67.0,Santander,Otro
177600, 20 Beñat,32,https://cdn.sofifa.com/players/177/600/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,80,80,Athletic Club de Bilbao,https://cdn.sofifa.com/teams/448/light_30.png,€11M,€30K,2072,Right,2.0,3.0,3.0,Low/ Medium,Normal (170-185),Yes,SUB,7.0,"Jun 26, 2013",,2020,5'10,168lbs,80.0,65.0,47.0,85.0,61.0,68.0,83.0,85.0,80.0,84.0,66.0,40.0,71.0,76.0,76.0,84.0,59.0,74.0,69.0,80.0,74.0,70.0,77.0,85.0,69.0,73.0,,70.0,65.0,16.0,10.0,14.0,6.0,13.0,CM,80.0,€23.1M,70.0,Santander,Otro
192679, Escudero,30,https://cdn.sofifa.com/players/192/679/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,80,80,Sevilla FC,https://cdn.sofifa.com/teams/481/light_30.png,€11.5M,€31K,2070,Left,1.0,2.0,3.0,Medium/ Medium,Lean (170-185),Yes,SUB,18.0,"Jul 3, 2015",,2021,5'9,159lbs,79.0,56.0,71.0,78.0,51.0,68.0,69.0,69.0,77.0,77.0,68.0,75.0,71.0,78.0,73.0,81.0,72.0,75.0,68.0,63.0,75.0,81.0,67.0,66.0,66.0,69.0,,78.0,80.0,9.0,15.0,7.0,13.0,14.0,LB,80.0,€24.2M,80.0,Santander,Otro
224309, Joan Jordán,25,https://cdn.sofifa.com/players/224/309/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,79,82,Sevilla FC,https://cdn.sofifa.com/teams/481/light_30.png,€15.5M,€30K,2061,Right,1.0,4.0,4.0,Medium/ Medium,Lean (170-185),Yes,SUB,8.0,"Jul 4, 2019",,2023,6'0,163lbs,70.0,75.0,47.0,82.0,59.0,79.0,83.0,81.0,81.0,80.0,62.0,68.0,67.0,77.0,61.0,80.0,56.0,79.0,73.0,78.0,80.0,69.0,69.0,80.0,69.0,75.0,,76.0,54.0,13.0,12.0,13.0,12.0,9.0,CM,81.0,€33.7M,67.0,Santander,Otro
205600, S. Umtiti,26,https://cdn.sofifa.com/players/205/600/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,83,86,FC Barcelona,https://cdn.sofifa.com/teams/241/light_30.png,€28.5M,€170K,2061,Left,3.0,3.0,2.0,Medium/ Medium,PLAYER_BODY_TYPE_269,Yes,SUB,23.0,"Jul 12, 2016",,2023,6'0,165lbs,61.0,51.0,79.0,78.0,65.0,64.0,72.0,62.0,73.0,77.0,65.0,67.0,61.0,80.0,66.0,83.0,85.0,65.0,85.0,70.0,82.0,84.0,51.0,58.0,61.0,82.0,,84.0,83.0,15.0,10.0,14.0,12.0,15.0,CB,85.0,€60.6M,83.0,Santander,Otro
242444, João Félix,20,https://cdn.sofifa.com/players/242/444/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,81,93,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,€32M,€51K,2060,Right,1.0,4.0,5.0,Medium/ Medium,Lean (170-185),Yes,LS,7.0,"Jul 3, 2019",,2026,5'11,154lbs,73.0,82.0,69.0,77.0,80.0,83.0,81.0,64.0,67.0,83.0,79.0,83.0,85.0,83.0,80.0,82.0,79.0,75.0,64.0,81.0,69.0,38.0,84.0,78.0,68.0,82.0,,42.0,35.0,13.0,12.0,14.0,13.0,14.0,CAM,83.0,€72M,30.0,Santander,Otro
190149, De Marcos,31,https://cdn.sofifa.com/players/190/149/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,78,78,Athletic Club de Bilbao,https://cdn.sofifa.com/teams/448/light_30.png,€7.5M,€24K,2053,Right,2.0,3.0,4.0,High/ Medium,Lean (170-185),Yes,SUB,18.0,"Jul 1, 2009",,2021,6'0,176lbs,78.0,59.0,59.0,75.0,57.0,75.0,77.0,53.0,69.0,75.0,77.0,84.0,73.0,78.0,77.0,73.0,77.0,89.0,72.0,56.0,77.0,76.0,74.0,70.0,55.0,75.0,,74.0,74.0,8.0,6.0,13.0,15.0,9.0,RB,78.0,€15.8M,69.0,Santander,Otro
203890, S. Vrsaljko,28,https://cdn.sofifa.com/players/203/890/20_60.png,Croatia,https://cdn.sofifa.com/flags/hr.png,80,80,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,€12.5M,€56K,2051,Right,2.0,3.0,3.0,High/ Medium,Lean (170-185),Yes,SUB,24.0,"Jul 5, 2016",,2022,5'11,168lbs,81.0,44.0,73.0,76.0,53.0,74.0,70.0,57.0,70.0,79.0,77.0,79.0,66.0,75.0,72.0,75.0,84.0,84.0,72.0,58.0,75.0,79.0,65.0,68.0,52.0,67.0,,80.0,77.0,15.0,11.0,10.0,10.0,12.0,RB,80.0,€25.6M,78.0,Santander,Otro
146760, 19 Juanfran,33,https://cdn.sofifa.com/players/146/760/19_60.png,Spain,https://cdn.sofifa.com/flags/es.png,80,80,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,€5.5M,€50K,2050,Right,3.0,3.0,3.0,High/ Medium,Lean (170-185),Yes,RB,20.0,"Jan 1, 2011",,2019,5'11,157lbs,81.0,54.0,59.0,77.0,49.0,75.0,80.0,59.0,66.0,78.0,74.0,83.0,74.0,82.0,63.0,68.0,68.0,80.0,74.0,53.0,78.0,76.0,68.0,72.0,66.0,74.0,75.0,81.0,80.0,11.0,14.0,10.0,15.0,7.0,RB,79.0,€11.3M,,Santander,Defensa
189575, Muniain,27,https://cdn.sofifa.com/players/189/575/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,83,83,Athletic Club de Bilbao,https://cdn.sofifa.com/teams/448/light_30.png,€27M,€41K,2049,Right,2.0,3.0,4.0,Medium/ Low,Normal (170-),Yes,CAM,10.0,"Aug 1, 2009",,2024,5'7,146lbs,79.0,79.0,43.0,84.0,68.0,87.0,82.0,69.0,70.0,86.0,83.0,79.0,92.0,80.0,95.0,70.0,72.0,74.0,49.0,77.0,66.0,45.0,80.0,83.0,61.0,82.0,,55.0,38.0,10.0,5.0,5.0,13.0,12.0,LW,83.0,€56.7M,58.0,Santander,Centrocampistas
216201, Iñaki Williams,26,https://cdn.sofifa.com/players/216/201/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,81,84,Athletic Club de Bilbao,https://cdn.sofifa.com/teams/448/light_30.png,€22.5M,€35K,2044,Right,2.0,2.0,4.0,High/ Medium,Normal (185+),Yes,RW,9.0,"Aug 1, 2012",,2028,6'1,174lbs,76.0,79.0,73.0,74.0,74.0,81.0,76.0,53.0,66.0,76.0,93.0,94.0,77.0,78.0,64.0,85.0,88.0,83.0,82.0,78.0,75.0,21.0,85.0,73.0,64.0,81.0,,34.0,29.0,14.0,15.0,14.0,10.0,13.0,ST,83.0,€48.9M,47.0,Santander,Defensa
191210, S. Corchia,29,https://cdn.sofifa.com/players/191/210/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,75,75,Sevilla FC,https://cdn.sofifa.com/teams/481/light_30.png,€5.5M,€23K,2038,Right,2.0,3.0,3.0,High/ Medium,Normal (170-185),Yes,SUB,2.0,"Jul 13, 2017",,2021,5'9,148lbs,76.0,58.0,72.0,73.0,58.0,74.0,78.0,80.0,74.0,75.0,73.0,72.0,70.0,72.0,74.0,75.0,69.0,58.0,65.0,69.0,71.0,74.0,72.0,67.0,67.0,68.0,,75.0,76.0,6.0,8.0,7.0,10.0,15.0,RB,75.0,€11.6M,75.0,Santander,Otro
184134, Fernando,32,https://cdn.sofifa.com/players/184/134/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,83,83,Sevilla FC,https://cdn.sofifa.com/teams/481/light_30.png,€17M,€39K,2035,Right,2.0,3.0,3.0,Medium/ Medium,Lean (170-185),Yes,CDM,25.0,"Jul 12, 2019",,2022,6'0,168lbs,62.0,54.0,74.0,83.0,56.0,71.0,65.0,53.0,78.0,78.0,66.0,66.0,70.0,81.0,62.0,76.0,76.0,82.0,81.0,68.0,85.0,85.0,59.0,74.0,54.0,78.0,,83.0,81.0,7.0,5.0,9.0,3.0,5.0,CDM,83.0,€35.7M,83.0,Santander,Centrocampistas
216194, Dani García,30,https://cdn.sofifa.com/players/216/194/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,79,79,Athletic Club de Bilbao,https://cdn.sofifa.com/teams/448/light_30.png,€11.5M,€29K,2026,Right,2.0,3.0,3.0,Low/ High,Normal (170-185),Yes,LCM,14.0,"Jul 2, 2018",,2022,5'11,176lbs,55.0,69.0,46.0,84.0,52.0,72.0,61.0,57.0,80.0,80.0,51.0,46.0,66.0,81.0,76.0,72.0,64.0,91.0,80.0,73.0,86.0,82.0,73.0,73.0,58.0,77.0,,85.0,80.0,6.0,14.0,14.0,6.0,11.0,CDM,82.0,€24.2M,82.0,Santander,Otro
202493, Aleix Vidal,30,https://cdn.sofifa.com/players/202/493/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,77,77,Sevilla FC,https://cdn.sofifa.com/teams/481/light_30.png,€8.5M,€27K,2024,Right,2.0,4.0,3.0,High/ Medium,Lean (170-185),No,SUB,27.0,"Aug 4, 2018",,2022,5'10,154lbs,74.0,68.0,63.0,79.0,48.0,79.0,69.0,46.0,66.0,79.0,82.0,82.0,75.0,77.0,75.0,81.0,76.0,69.0,66.0,59.0,80.0,74.0,69.0,71.0,51.0,72.0,,70.0,74.0,8.0,7.0,8.0,12.0,12.0,RM,77.0,€17.9M,75.0,Santander,Otro
189511, Sergio Busquets,31,https://cdn.sofifa.com/players/189/511/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,87,87,FC Barcelona,https://cdn.sofifa.com/teams/241/light_30.png,€38M,€240K,2021,Right,4.0,3.0,3.0,Medium/ Medium,Lean (185+),Yes,RCM,5.0,"Sep 1, 2008",,2023,6'2,168lbs,62.0,67.0,68.0,89.0,44.0,81.0,66.0,68.0,83.0,88.0,40.0,43.0,67.0,84.0,50.0,61.0,66.0,81.0,75.0,54.0,81.0,85.0,77.0,84.0,60.0,93.0,,83.0,80.0,5.0,8.0,13.0,9.0,13.0,CDM,87.0,€77.9M,86.0,Santander,Otro
229764, Córdoba,23,https://cdn.sofifa.com/players/229/764/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,77,83,Athletic Club de Bilbao,https://cdn.sofifa.com/teams/448/light_30.png,€12M,€23K,2021,Left,1.0,3.0,4.0,High/ High,Lean (170-185),Yes,LW,11.0,"Jul 1, 2015",,2022,5'11,161lbs,75.0,70.0,51.0,74.0,65.0,81.0,74.0,38.0,65.0,78.0,85.0,81.0,82.0,74.0,78.0,70.0,66.0,73.0,66.0,73.0,71.0,52.0,72.0,73.0,71.0,75.0,,68.0,69.0,13.0,8.0,12.0,13.0,8.0,LM,78.0,€27.6M,72.0,Santander,Delanteros
208418, Y. Carrasco,26,https://cdn.sofifa.com/players/208/418/20_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,82,82,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,€24M,€67K,2016,Right,3.0,4.0,4.0,High/ Low,Lean (170-185),Yes,LM,21.0,"Sep 8, 2020",,2024,5'11,159lbs,76.0,81.0,53.0,76.0,68.0,86.0,81.0,79.0,73.0,82.0,90.0,91.0,90.0,80.0,71.0,85.0,71.0,76.0,59.0,82.0,64.0,18.0,79.0,69.0,81.0,77.0,,39.0,26.0,9.0,11.0,9.0,10.0,10.0,LM,82.0,€49.2M,41.0,Santander,Centrocampistas
4098, 17 Tiago,35,https://cdn.sofifa.com/players/004/098/17_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,81,81,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,€5.5M,€50K,2015,Right,3.0,3.0,4.0,Medium/ Medium,Lean (170-185),Yes,SUB,5.0,"Jul 17, 2011",,2023,6'0,157lbs,61.0,62.0,75.0,84.0,67.0,70.0,75.0,68.0,83.0,83.0,54.0,55.0,60.0,77.0,56.0,77.0,76.0,67.0,76.0,75.0,83.0,71.0,74.0,82.0,57.0,78.0,53.0,77.0,69.0,6.0,8.0,12.0,8.0,14.0,CM,79.0,,,Santander,Otro
241184, Junior Firpo,23,https://cdn.sofifa.com/players/241/184/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,79,85,FC Barcelona,https://cdn.sofifa.com/teams/241/light_30.png,€15.5M,€110K,2012,Left,1.0,3.0,3.0,Medium/ Medium,Lean (170-185),Yes,SUB,24.0,"Aug 4, 2019",,2024,6'0,172lbs,80.0,66.0,74.0,74.0,55.0,74.0,65.0,43.0,69.0,76.0,83.0,83.0,63.0,77.0,63.0,68.0,77.0,79.0,74.0,59.0,76.0,78.0,76.0,67.0,38.0,75.0,,77.0,77.0,7.0,7.0,7.0,14.0,14.0,LB,79.0,€34.9M,72.0,Santander,Otro
221639, Mariano,26,https://cdn.sofifa.com/players/221/639/20_60.png,Dominican Republic,https://cdn.sofifa.com/flags/do.png,77,78,Real Madrid,https://cdn.sofifa.com/teams/243/light_30.png,€10.5M,€125K,2003,Right,1.0,4.0,3.0,High/ Medium,Normal (170-185),No,RES,24.0,"Aug 29, 2018",,2023,5'11,168lbs,50.0,79.0,80.0,66.0,70.0,73.0,76.0,76.0,51.0,72.0,78.0,80.0,78.0,74.0,72.0,85.0,92.0,76.0,78.0,82.0,84.0,45.0,78.0,63.0,75.0,68.0,,40.0,34.0,12.0,14.0,6.0,8.0,15.0,ST,78.0,€22.3M,41.0,Santander,Otro
152729, Piqué,33,https://cdn.sofifa.com/players/152/729/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,86,86,FC Barcelona,https://cdn.sofifa.com/teams/241/light_30.png,€21M,€220K,1991,Right,4.0,3.0,2.0,High/ Medium,PLAYER_BODY_TYPE_265,Yes,RCB,3.0,"Jul 1, 2008",,2022,6'4,187lbs,57.0,65.0,84.0,81.0,57.0,63.0,58.0,43.0,81.0,80.0,48.0,64.0,57.0,88.0,35.0,62.0,74.0,69.0,87.0,51.0,79.0,87.0,64.0,72.0,69.0,87.0,,86.0,84.0,10.0,11.0,14.0,15.0,8.0,CB,86.0,€43.1M,88.0,Santander,Otro
229668, Mario Hermoso,25,https://cdn.sofifa.com/players/229/668/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,80,83,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,€16.5M,€51K,1990,Left,1.0,3.0,2.0,High/ Medium,Normal (170-185),Yes,SUB,22.0,"Jul 18, 2019",,2024,6'0,165lbs,71.0,42.0,75.0,77.0,41.0,66.0,68.0,55.0,76.0,76.0,73.0,77.0,75.0,80.0,65.0,65.0,86.0,76.0,79.0,46.0,81.0,81.0,64.0,65.0,45.0,76.0,,82.0,80.0,13.0,8.0,10.0,5.0,8.0,CB,82.0,€35.1M,79.0,Santander,Otro
231443, O. Dembélé,23,https://cdn.sofifa.com/players/231/443/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,83,89,FC Barcelona,https://cdn.sofifa.com/teams/241/light_30.png,€35.5M,€175K,1989,Left,3.0,5.0,5.0,High/ Medium,PLAYER_BODY_TYPE_261,Yes,SUB,11.0,"Aug 28, 2017",,2022,5'10,148lbs,81.0,75.0,43.0,78.0,76.0,89.0,82.0,64.0,76.0,84.0,93.0,92.0,89.0,78.0,81.0,83.0,58.0,68.0,51.0,76.0,54.0,36.0,77.0,76.0,75.0,80.0,,30.0,33.0,6.0,6.0,14.0,10.0,13.0,LM,85.0,€79.9M,42.0,Santander,Otro
240130, Éder Militão,22,https://cdn.sofifa.com/players/240/130/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,80,87,Real Madrid,https://cdn.sofifa.com/teams/243/light_30.png,€19M,€115K,1988,Right,1.0,2.0,2.0,Medium/ High,Lean (185+),No,SUB,3.0,"Jul 1, 2019",,2025,6'1,172lbs,72.0,48.0,77.0,70.0,34.0,70.0,60.0,40.0,69.0,71.0,77.0,79.0,69.0,81.0,67.0,62.0,85.0,85.0,77.0,42.0,83.0,82.0,64.0,59.0,60.0,74.0,,82.0,81.0,11.0,8.0,15.0,12.0,15.0,CB,82.0,€42.8M,81.0,Santander,Otro
204277, Roque Mesa,31,https://cdn.sofifa.com/players/204/277/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,77,77,Sevilla FC,https://cdn.sofifa.com/teams/481/light_30.png,€7.5M,€27K,1988,Right,2.0,3.0,3.0,Medium/ High,Stocky (170-185),No,SUB,26.0,"Jul 2, 2018",,2021,5'7,163lbs,69.0,68.0,32.0,80.0,37.0,76.0,50.0,51.0,78.0,78.0,67.0,67.0,73.0,80.0,87.0,66.0,75.0,78.0,72.0,61.0,86.0,78.0,76.0,79.0,45.0,80.0,,78.0,76.0,15.0,8.0,7.0,11.0,9.0,CDM,78.0,€15.8M,75.0,Santander,Otro
183892, 19 G. Mercado,31,https://cdn.sofifa.com/players/183/892/19_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,79,79,Sevilla FC,https://cdn.sofifa.com/teams/481/light_30.png,€8.5M,€20K,1987,Right,1.0,3.0,2.0,Medium/ Medium,Stocky (170-185),Yes,LCB,25.0,"Aug 9, 2016",,2019,5'11,183lbs,68.0,60.0,76.0,71.0,66.0,57.0,68.0,54.0,65.0,69.0,75.0,75.0,66.0,72.0,60.0,68.0,76.0,77.0,82.0,58.0,81.0,80.0,63.0,60.0,49.0,69.0,77.0,80.0,78.0,12.0,16.0,10.0,12.0,6.0,CB,78.0,€17.9M,,Santander,Otro
199715, Vitolo,30,https://cdn.sofifa.com/players/199/715/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,79,79,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,€12M,€55K,1982,Right,2.0,4.0,3.0,Medium/ Medium,Normal (185+),Yes,SUB,20.0,"Jul 12, 2017",,2022,6'1,174lbs,75.0,77.0,65.0,76.0,75.0,82.0,78.0,62.0,77.0,80.0,76.0,78.0,71.0,80.0,62.0,77.0,69.0,76.0,79.0,75.0,61.0,25.0,78.0,77.0,74.0,70.0,,21.0,23.0,11.0,16.0,8.0,14.0,16.0,LM,79.0,€24.6M,68.0,Santander,Otro
222737, 19 Malcom,21,https://cdn.sofifa.com/players/222/737/19_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,82,89,FC Barcelona,https://cdn.sofifa.com/teams/241/light_30.png,€31M,€140K,1978,Left,2.0,4.0,4.0,Medium/ Medium,Normal (170-185),No,SUB,14.0,"Jul 24, 2018",,2023,5'8,163lbs,79.0,75.0,57.0,80.0,71.0,85.0,77.0,81.0,73.0,85.0,87.0,82.0,92.0,79.0,84.0,85.0,58.0,74.0,64.0,85.0,53.0,26.0,78.0,81.0,68.0,78.0,21.0,28.0,17.0,8.0,14.0,15.0,7.0,9.0,CAM,82.0,€70.9M,,Santander,Otro
207471, F. Vázquez,31,https://cdn.sofifa.com/players/207/471/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,77,77,Sevilla FC,https://cdn.sofifa.com/teams/481/light_30.png,€7.5M,€27K,1976,Left,2.0,3.0,4.0,Medium/ Medium,Lean (185+),Yes,SUB,22.0,"Jul 16, 2016",,2021,6'2,181lbs,73.0,78.0,68.0,82.0,81.0,83.0,79.0,68.0,76.0,85.0,52.0,54.0,66.0,69.0,32.0,76.0,45.0,63.0,76.0,82.0,78.0,69.0,76.0,83.0,67.0,80.0,,59.0,48.0,14.0,15.0,13.0,9.0,7.0,CAM,78.0,€15.8M,50.0,Santander,Otro
225523, Lekue,27,https://cdn.sofifa.com/players/225/523/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,74,75,Athletic Club de Bilbao,https://cdn.sofifa.com/teams/448/light_30.png,€5.5M,€18K,1974,Right,1.0,3.0,3.0,High/ Medium,Lean (170-185),Yes,SUB,15.0,"Aug 25, 2015",,2023,5'11,159lbs,71.0,67.0,62.0,72.0,41.0,74.0,69.0,56.0,64.0,73.0,87.0,79.0,72.0,72.0,71.0,60.0,67.0,74.0,70.0,68.0,67.0,72.0,71.0,70.0,53.0,66.0,,69.0,69.0,15.0,16.0,13.0,13.0,9.0,RB,74.0,€12M,68.0,Santander,Otro
179844, Diego Costa,31,https://cdn.sofifa.com/players/179/844/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,80,80,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,€13.5M,€63K,1973,Right,4.0,4.0,2.0,High/ Medium,Normal (185+),Yes,SUB,19.0,"Jan 1, 2018",,2021,6'2,183lbs,65.0,82.0,83.0,65.0,80.0,75.0,65.0,59.0,52.0,79.0,71.0,75.0,57.0,80.0,53.0,82.0,69.0,73.0,92.0,72.0,93.0,40.0,80.0,74.0,75.0,83.0,,39.0,30.0,11.0,13.0,12.0,8.0,11.0,ST,80.0,€27.7M,58.0,Santander,Otro
220253, Munir,24,https://cdn.sofifa.com/players/220/253/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,79,84,Sevilla FC,https://cdn.sofifa.com/teams/481/light_30.png,€17M,€30K,1969,Left,2.0,3.0,4.0,High/ Low,Lean (170-185),Yes,SUB,11.0,"Jan 11, 2019",,2023,5'9,152lbs,73.0,79.0,77.0,80.0,80.0,82.0,81.0,67.0,62.0,83.0,83.0,77.0,82.0,78.0,80.0,78.0,62.0,73.0,66.0,77.0,58.0,25.0,78.0,76.0,66.0,80.0,,27.0,25.0,9.0,12.0,6.0,13.0,16.0,ST,81.0,€37M,38.0,Santander,Otro
204525, Iñigo Martínez,29,https://cdn.sofifa.com/players/204/525/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,80,81,Athletic Club de Bilbao,https://cdn.sofifa.com/teams/448/light_30.png,€14M,€29K,1969,Left,2.0,3.0,2.0,Medium/ Medium,Normal (170-185),Yes,LCB,4.0,"Jan 30, 2018",,2023,6'0,170lbs,51.0,42.0,71.0,72.0,37.0,53.0,72.0,51.0,83.0,71.0,69.0,72.0,67.0,78.0,63.0,81.0,91.0,72.0,80.0,74.0,86.0,85.0,48.0,50.0,39.0,69.0,,83.0,86.0,12.0,16.0,11.0,13.0,11.0,CB,81.0,€30.5M,79.0,Santander,Otro
208777, Óliver Torres,25,https://cdn.sofifa.com/players/208/777/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,77,82,Sevilla FC,https://cdn.sofifa.com/teams/481/light_30.png,€11.5M,€26K,1969,Right,3.0,4.0,3.0,High/ Medium,Normal (170-185),No,RCM,21.0,"Jul 15, 2019",,2024,5'9,154lbs,73.0,66.0,52.0,81.0,63.0,83.0,80.0,64.0,77.0,84.0,68.0,63.0,78.0,76.0,79.0,69.0,52.0,75.0,43.0,68.0,61.0,67.0,74.0,80.0,65.0,81.0,,63.0,58.0,7.0,7.0,14.0,6.0,8.0,CAM,81.0,€25M,65.0,Santander,Otro
234035, Odriozola,24,https://cdn.sofifa.com/players/234/035/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,79,82,Real Madrid,https://cdn.sofifa.com/teams/243/light_30.png,€14M,€110K,1964,Right,1.0,3.0,3.0,High/ Medium,Lean (170-185),Yes,SUB,19.0,"Jul 5, 2018",,2024,5'9,146lbs,81.0,45.0,73.0,77.0,48.0,76.0,69.0,30.0,70.0,77.0,79.0,78.0,78.0,75.0,78.0,58.0,71.0,79.0,58.0,59.0,62.0,74.0,66.0,63.0,62.0,67.0,,76.0,77.0,11.0,12.0,10.0,5.0,14.0,RB,79.0,€29.8M,73.0,Santander,Otro
